geometry.coordinates,date_tm-value,stn_nam-value,air_temp,air_temp-qa,dwpt_temp,rel_hum,rel_hum-qa,avg_wnd_spd_10m_pst10mts,avg_wnd_spd_10m_pst1hr,rnfl_amt_pst1mt,rnfl_amt_pst1mt-qa,rnfl_amt_pst1hr,rnfl_amt_pst1hr-qa,dwpt_temp-qa,avg_vis_pst10mts,vis,vis-qa
"[-123.193392, 49.347059, 170.885]",2025-12-27T19:31:00.000Z,WEST VANCOUVER AUT,1.5,100.0,-2.4,76.0,100.0,1.0,1.2,0.0,100.0,0.0,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-27T19:31:00.000Z,WHITE ROCK,4.0,100.0,-6.1,48.0,100.0,8.7,8.8,0.0,100.0,0.0,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-27T19:31:00.000Z,PITT MEADOWS CS,1.7,100.0,-3.8,67.0,100.0,5.7,4.1,0.0,100.0,0.0,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-27T19:31:00.000Z,POINT ATKINSON,2.8,100.0,-4.3,59.0,100.0,5.1,5.4,,,,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-27T19:32:00.000Z,WEST VANCOUVER AUT,1.4,100.0,-2.5,75.0,100.0,1.1,1.2,0.0,100.0,0.0,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-27T19:32:00.000Z,DELTA BURNS BOG,1.4,100.0,-3.2,71.0,100.0,1.4,1.7,0.0,100.0,0.0,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-27T19:32:00.000Z,WHITE ROCK,3.9,100.0,-6.3,47.0,100.0,8.5,8.8,0.0,100.0,0.0,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-27T19:32:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,15.4,13.1,,,,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-27T19:32:00.000Z,PITT MEADOWS CS,1.6,100.0,-4.2,65.0,100.0,5.7,4.1,0.0,100.0,0.0,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-27T19:32:00.000Z,POINT ATKINSON,2.8,100.0,-4.8,57.0,100.0,5.4,5.4,,,,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-27T19:33:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,15.3,13.1,,,,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-27T19:33:00.000Z,WHITE ROCK,3.9,100.0,-6.2,48.0,100.0,8.8,8.8,0.0,100.0,0.0,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-27T19:33:00.000Z,DELTA BURNS BOG,1.5,100.0,-3.6,69.0,100.0,1.4,1.6,0.0,100.0,0.0,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-27T19:33:00.000Z,POINT ATKINSON,2.7,100.0,-5.1,56.0,100.0,6.0,5.4,,,,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-27T19:33:00.000Z,PITT MEADOWS CS,1.8,100.0,-4.0,66.0,100.0,5.6,4.1,0.0,100.0,0.0,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-27T19:33:00.000Z,WEST VANCOUVER AUT,1.5,100.0,-2.5,74.0,100.0,1.2,1.2,0.0,100.0,0.0,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-27T19:34:00.000Z,WEST VANCOUVER AUT,1.6,100.0,-2.4,75.0,100.0,1.4,1.2,0.0,100.0,0.0,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-27T19:34:00.000Z,DELTA BURNS BOG,1.4,100.0,-3.2,71.0,100.0,1.5,1.6,0.0,100.0,0.0,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-27T19:34:00.000Z,POINT ATKINSON,2.7,100.0,-5.1,56.0,100.0,6.2,5.4,,,,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-27T19:34:00.000Z,WHITE ROCK,3.9,100.0,-6.1,48.0,100.0,8.9,8.9,0.0,100.0,0.0,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-27T19:34:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,15.7,13.2,,,,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-27T19:34:00.000Z,PITT MEADOWS CS,1.8,100.0,-3.6,67.0,100.0,5.6,4.1,0.0,100.0,0.0,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-27T19:35:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,15.9,13.3,,,,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-27T19:35:00.000Z,DELTA BURNS BOG,1.4,100.0,-2.9,73.0,100.0,1.3,1.5,0.0,100.0,0.0,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-27T19:35:00.000Z,POINT ATKINSON,2.8,100.0,-5.0,56.0,100.0,6.3,5.4,,,,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-27T19:35:00.000Z,PITT MEADOWS CS,1.7,100.0,-3.9,67.0,100.0,5.7,4.1,0.0,100.0,0.0,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-27T19:35:00.000Z,WEST VANCOUVER AUT,1.5,100.0,-2.4,75.0,100.0,1.4,1.2,0.0,100.0,0.0,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-27T19:35:00.000Z,WHITE ROCK,4.0,100.0,-5.9,49.0,100.0,8.9,8.8,0.0,100.0,0.0,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-27T19:36:00.000Z,DELTA BURNS BOG,1.4,100.0,-2.9,73.0,100.0,1.2,1.4,0.0,100.0,0.0,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-27T19:36:00.000Z,WEST VANCOUVER AUT,1.5,100.0,-2.8,73.0,100.0,1.3,1.1,0.0,100.0,0.0,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-27T19:36:00.000Z,WHITE ROCK,4.0,100.0,-5.9,48.0,100.0,9.5,8.8,0.0,100.0,0.0,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-27T19:36:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,15.9,13.4,,,,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-27T19:36:00.000Z,PITT MEADOWS CS,1.6,100.0,-4.1,65.0,100.0,5.9,4.2,0.0,100.0,0.0,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-27T19:36:00.000Z,POINT ATKINSON,2.7,100.0,-4.9,57.0,100.0,6.7,5.5,,,,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-27T19:37:00.000Z,POINT ATKINSON,2.7,100.0,-5.0,57.0,100.0,7.2,5.6,,,,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-27T19:37:00.000Z,PITT MEADOWS CS,1.6,100.0,-4.1,66.0,100.0,6.1,4.2,0.0,100.0,0.0,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-27T19:37:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,15.9,13.4,,,,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-27T19:37:00.000Z,WHITE ROCK,3.9,100.0,-6.4,47.0,100.0,9.5,8.8,0.0,100.0,0.0,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-27T19:37:00.000Z,DELTA BURNS BOG,1.5,100.0,-3.1,72.0,100.0,1.1,1.3,0.0,100.0,0.0,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-27T19:37:00.000Z,WEST VANCOUVER AUT,1.5,100.0,-3.0,72.0,100.0,1.3,1.1,0.0,100.0,0.0,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-27T19:38:00.000Z,PITT MEADOWS CS,1.6,100.0,-4.2,65.0,100.0,6.2,4.2,0.0,100.0,0.0,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-27T19:38:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,16.0,13.5,,,,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-27T19:38:00.000Z,DELTA BURNS BOG,1.4,100.0,-2.7,74.0,100.0,1.0,1.3,0.0,100.0,0.0,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-27T19:38:00.000Z,WHITE ROCK,3.9,100.0,-5.9,49.0,100.0,9.5,8.8,0.0,100.0,0.0,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-27T19:38:00.000Z,POINT ATKINSON,2.7,100.0,-4.7,58.0,100.0,7.7,5.6,,,,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-27T19:38:00.000Z,WEST VANCOUVER AUT,1.6,100.0,-2.6,74.0,100.0,1.2,1.0,0.0,100.0,0.0,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-27T19:39:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,15.8,13.6,,,,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-27T19:39:00.000Z,PITT MEADOWS CS,1.6,100.0,-4.0,66.0,100.0,6.0,4.3,0.0,100.0,0.0,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-27T19:39:00.000Z,WHITE ROCK,3.8,100.0,-5.8,49.0,100.0,9.7,8.7,0.0,100.0,0.0,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-27T19:39:00.000Z,DELTA BURNS BOG,1.4,100.0,-2.6,74.0,100.0,1.1,1.3,0.0,100.0,0.0,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-27T19:39:00.000Z,WEST VANCOUVER AUT,1.6,100.0,-2.2,76.0,100.0,1.1,1.0,0.0,100.0,0.0,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-27T19:39:00.000Z,POINT ATKINSON,2.7,100.0,-4.8,58.0,100.0,8.1,5.8,,,,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-27T19:40:00.000Z,POINT ATKINSON,2.7,100.0,-4.9,57.0,100.0,8.8,5.9,,,,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-27T19:40:00.000Z,WEST VANCOUVER AUT,1.6,100.0,-2.3,75.0,100.0,0.9,0.9,0.0,100.0,0.0,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-27T19:40:00.000Z,DELTA BURNS BOG,1.5,100.0,-2.6,74.0,100.0,1.4,1.3,0.0,100.0,0.0,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-27T19:40:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,15.6,13.6,,,,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-27T19:40:00.000Z,PITT MEADOWS CS,1.6,100.0,-3.9,67.0,100.0,5.9,4.3,0.0,100.0,0.0,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-27T19:40:00.000Z,WHITE ROCK,3.7,100.0,-6.1,49.0,100.0,9.6,8.6,0.0,100.0,0.0,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-27T19:41:00.000Z,WHITE ROCK,3.7,100.0,-6.1,49.0,100.0,9.3,8.5,0.0,100.0,0.0,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-27T19:41:00.000Z,DELTA BURNS BOG,1.5,100.0,-3.2,71.0,100.0,1.5,1.3,0.0,100.0,0.0,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-27T19:41:00.000Z,POINT ATKINSON,2.7,100.0,-4.9,57.0,100.0,9.3,5.8,,,,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-27T19:41:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,15.3,13.6,,,,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-27T19:41:00.000Z,WEST VANCOUVER AUT,1.6,100.0,-2.2,76.0,100.0,0.8,0.9,0.0,100.0,0.0,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-27T19:41:00.000Z,PITT MEADOWS CS,1.6,100.0,-3.9,67.0,100.0,5.5,4.3,0.0,100.0,0.0,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-27T19:42:00.000Z,DELTA BURNS BOG,1.5,100.0,-3.5,69.0,100.0,1.6,1.2,0.0,100.0,0.0,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-27T19:42:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,15.2,13.6,,,,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-27T19:42:00.000Z,WHITE ROCK,3.7,100.0,-6.1,49.0,100.0,9.3,8.6,0.0,100.0,0.0,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-27T19:42:00.000Z,PITT MEADOWS CS,1.7,100.0,-3.9,67.0,100.0,5.4,4.3,0.0,100.0,0.0,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-27T19:42:00.000Z,POINT ATKINSON,2.7,100.0,-5.0,57.0,100.0,9.3,5.7,,,,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-27T19:42:00.000Z,WEST VANCOUVER AUT,1.6,100.0,-2.5,74.0,100.0,0.8,0.8,0.0,100.0,0.0,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-27T19:43:00.000Z,POINT ATKINSON,2.7,100.0,-4.8,58.0,100.0,8.8,5.6,,,,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-27T19:43:00.000Z,WHITE ROCK,3.5,100.0,-6.3,49.0,100.0,9.3,8.6,0.0,100.0,0.0,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-27T19:43:00.000Z,WEST VANCOUVER AUT,1.6,100.0,-2.7,73.0,100.0,0.8,0.8,0.0,100.0,0.0,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-27T19:43:00.000Z,PITT MEADOWS CS,1.6,100.0,-4.4,64.0,100.0,5.7,4.4,0.0,100.0,0.0,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-27T19:43:00.000Z,DELTA BURNS BOG,1.6,100.0,-3.8,67.0,100.0,1.6,1.2,0.0,100.0,0.0,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-27T19:43:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,14.8,13.6,,,,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-27T19:44:00.000Z,PITT MEADOWS CS,1.6,100.0,-4.7,63.0,100.0,5.9,4.5,0.0,100.0,0.0,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-27T19:44:00.000Z,WHITE ROCK,3.5,100.0,-6.2,49.0,100.0,9.1,8.6,0.0,100.0,0.0,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-27T19:44:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,14.8,13.7,,,,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-27T19:44:00.000Z,DELTA BURNS BOG,1.6,100.0,-3.4,69.0,100.0,1.6,1.2,0.0,100.0,0.0,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-27T19:44:00.000Z,WEST VANCOUVER AUT,1.6,100.0,-2.8,73.0,100.0,0.8,0.8,0.0,100.0,0.0,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-27T19:44:00.000Z,POINT ATKINSON,2.7,100.0,-4.7,58.0,100.0,9.3,5.6,,,,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-27T19:45:00.000Z,WHITE ROCK,3.5,100.0,-6.0,50.0,100.0,9.4,8.6,0.0,100.0,0.0,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-27T19:45:00.000Z,POINT ATKINSON,2.8,100.0,-4.8,57.0,100.0,9.4,5.6,,,,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-27T19:45:00.000Z,PITT MEADOWS CS,1.6,100.0,-4.6,63.0,100.0,5.9,4.5,0.0,100.0,0.0,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-27T19:45:00.000Z,DELTA BURNS BOG,1.6,100.0,-3.2,70.0,100.0,1.6,1.2,0.0,100.0,0.0,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-27T19:45:00.000Z,WEST VANCOUVER AUT,1.5,100.0,-3.1,71.0,100.0,0.7,0.8,0.0,100.0,0.0,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-27T19:45:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,15.1,13.8,,,,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-27T19:46:00.000Z,POINT ATKINSON,2.9,100.0,-4.7,58.0,100.0,9.3,5.6,,,,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-27T19:46:00.000Z,WEST VANCOUVER AUT,1.5,100.0,-2.9,73.0,100.0,0.8,0.8,0.0,100.0,0.0,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-27T19:46:00.000Z,DELTA BURNS BOG,1.7,100.0,-3.4,69.0,100.0,1.7,1.2,0.0,100.0,0.0,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-27T19:46:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,15.3,13.9,,,,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-27T19:46:00.000Z,PITT MEADOWS CS,1.7,100.0,-4.5,63.0,100.0,5.8,4.5,0.0,100.0,0.0,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-27T19:46:00.000Z,WHITE ROCK,3.6,100.0,-5.9,50.0,100.0,9.2,8.7,0.0,100.0,0.0,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-27T19:47:00.000Z,WEST VANCOUVER AUT,1.4,100.0,-3.3,71.0,100.0,1.0,0.8,0.0,100.0,0.0,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-27T19:47:00.000Z,DELTA BURNS BOG,1.6,100.0,-3.4,69.0,100.0,1.4,1.2,0.0,100.0,0.0,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-27T19:47:00.000Z,PITT MEADOWS CS,1.6,100.0,-4.7,63.0,100.0,5.7,4.5,0.0,100.0,0.0,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-27T19:47:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,15.7,14.0,,,,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-27T19:47:00.000Z,POINT ATKINSON,3.0,100.0,-4.4,58.0,100.0,8.6,5.6,,,,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-27T19:47:00.000Z,WHITE ROCK,3.6,100.0,-6.0,49.0,100.0,9.1,8.7,0.0,100.0,0.0,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-27T19:48:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,15.8,14.0,,,,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-27T19:48:00.000Z,PITT MEADOWS CS,1.6,100.0,-4.9,62.0,100.0,5.7,4.6,0.0,100.0,0.0,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-27T19:48:00.000Z,WHITE ROCK,3.6,100.0,-5.9,50.0,100.0,9.5,8.7,0.0,100.0,0.0,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-27T19:48:00.000Z,DELTA BURNS BOG,1.7,100.0,-3.2,70.0,100.0,1.4,1.2,0.0,100.0,0.0,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-27T19:48:00.000Z,WEST VANCOUVER AUT,1.4,100.0,-3.3,71.0,100.0,1.0,0.7,0.0,100.0,0.0,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-27T19:48:00.000Z,POINT ATKINSON,3.0,100.0,-4.5,58.0,100.0,8.2,5.7,,,,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-27T19:49:00.000Z,WEST VANCOUVER AUT,1.4,100.0,-3.4,70.0,100.0,1.3,0.8,0.0,100.0,0.0,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-27T19:49:00.000Z,WHITE ROCK,3.7,100.0,-6.2,49.0,100.0,9.8,8.7,0.0,100.0,0.0,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-27T19:49:00.000Z,DELTA BURNS BOG,1.8,100.0,-4.0,65.0,100.0,1.3,1.1,0.0,100.0,0.0,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-27T19:49:00.000Z,POINT ATKINSON,3.0,100.0,-4.7,57.0,100.0,8.1,5.7,,,,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-27T19:49:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,16.0,14.1,,,,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-27T19:49:00.000Z,PITT MEADOWS CS,1.6,100.0,-4.9,62.0,100.0,5.9,4.7,0.0,100.0,0.0,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-27T19:50:00.000Z,PITT MEADOWS CS,1.6,100.0,-4.9,62.0,100.0,6.1,4.7,0.0,100.0,0.0,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-27T19:50:00.000Z,POINT ATKINSON,3.0,100.0,-4.7,57.0,100.0,7.7,5.7,,,,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-27T19:50:00.000Z,WHITE ROCK,3.7,100.0,-6.0,49.0,100.0,10.0,8.8,0.0,100.0,0.0,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-27T19:50:00.000Z,DELTA BURNS BOG,1.7,100.0,-3.8,67.0,100.0,1.2,1.2,0.0,100.0,0.0,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-27T19:50:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,16.3,14.2,,,,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-27T19:50:00.000Z,WEST VANCOUVER AUT,1.5,100.0,-2.9,72.0,100.0,1.4,0.8,0.0,100.0,0.0,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-27T19:51:00.000Z,PITT MEADOWS CS,1.6,100.0,-4.9,62.0,100.0,6.4,4.8,0.0,100.0,0.0,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-27T19:51:00.000Z,WHITE ROCK,3.7,100.0,-6.1,49.0,100.0,10.0,8.7,0.0,100.0,0.0,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-27T19:51:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,16.7,14.2,,,,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-27T19:51:00.000Z,POINT ATKINSON,2.9,100.0,-4.8,57.0,100.0,7.3,5.8,,,,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-27T19:51:00.000Z,DELTA BURNS BOG,1.7,100.0,-3.4,69.0,100.0,1.4,1.2,0.0,100.0,0.0,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-27T19:51:00.000Z,WEST VANCOUVER AUT,1.5,100.0,-2.6,74.0,100.0,1.5,0.8,0.0,100.0,0.0,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-27T19:52:00.000Z,POINT ATKINSON,2.9,100.0,-5.0,56.0,100.0,7.0,5.8,,,,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-27T19:52:00.000Z,PITT MEADOWS CS,1.7,100.0,-5.0,61.0,100.0,6.4,4.8,0.0,100.0,0.0,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-27T19:52:00.000Z,DELTA BURNS BOG,1.7,100.0,-3.3,70.0,100.0,1.7,1.3,0.0,100.0,0.0,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-27T19:52:00.000Z,WHITE ROCK,3.7,100.0,-6.1,49.0,100.0,9.9,8.7,0.0,100.0,0.0,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-27T19:52:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,16.8,14.2,,,,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-27T19:52:00.000Z,WEST VANCOUVER AUT,1.4,100.0,-2.7,74.0,100.0,1.5,0.8,0.0,100.0,0.0,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-27T19:53:00.000Z,WEST VANCOUVER AUT,1.4,100.0,-3.0,72.0,100.0,1.5,0.8,0.0,100.0,0.0,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-27T19:53:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,16.9,14.2,,,,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-27T19:53:00.000Z,POINT ATKINSON,3.0,100.0,-4.7,57.0,100.0,7.2,5.8,,,,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-27T19:53:00.000Z,PITT MEADOWS CS,1.6,100.0,-5.0,61.0,100.0,6.3,4.8,0.0,100.0,0.0,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-27T19:53:00.000Z,WHITE ROCK,3.7,100.0,-5.9,50.0,100.0,9.7,8.8,0.0,100.0,0.0,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-27T19:53:00.000Z,DELTA BURNS BOG,1.7,100.0,-3.7,67.0,100.0,1.8,1.3,0.0,100.0,0.0,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-27T19:54:00.000Z,WHITE ROCK,3.6,100.0,-5.7,50.0,100.0,9.4,8.8,0.0,100.0,0.0,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-27T19:54:00.000Z,PITT MEADOWS CS,1.7,100.0,-5.0,61.0,100.0,6.2,4.8,0.0,100.0,0.0,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-27T19:54:00.000Z,WEST VANCOUVER AUT,1.4,100.0,-3.1,72.0,100.0,1.6,0.8,0.0,100.0,0.0,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-27T19:54:00.000Z,DELTA BURNS BOG,1.7,100.0,-3.9,66.0,100.0,1.8,1.3,0.0,100.0,0.0,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-27T19:54:00.000Z,POINT ATKINSON,3.1,100.0,-4.7,56.0,100.0,6.7,5.8,,,,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-27T19:54:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,16.2,14.1,,,,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-27T19:55:00.000Z,WHITE ROCK,3.6,100.0,-5.6,51.0,100.0,8.7,8.8,0.0,100.0,0.0,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-27T19:55:00.000Z,WEST VANCOUVER AUT,1.3,100.0,-3.6,70.0,100.0,1.6,0.8,0.0,100.0,0.0,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-27T19:55:00.000Z,PITT MEADOWS CS,1.7,100.0,-4.9,61.0,100.0,6.2,4.8,0.0,100.0,0.0,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-27T19:55:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,15.7,14.1,,,,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-27T19:55:00.000Z,DELTA BURNS BOG,1.7,100.0,-4.1,65.0,100.0,2.1,1.4,0.0,100.0,0.0,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-27T19:55:00.000Z,POINT ATKINSON,3.1,100.0,-4.8,56.0,100.0,6.6,5.9,,,,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-27T19:56:00.000Z,PITT MEADOWS CS,1.7,100.0,-4.8,62.0,100.0,6.2,4.8,0.0,100.0,0.0,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-27T19:56:00.000Z,DELTA BURNS BOG,1.7,100.0,-4.1,65.0,100.0,2.0,1.4,0.0,100.0,0.0,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-27T19:56:00.000Z,WEST VANCOUVER AUT,1.4,100.0,-3.8,68.0,100.0,1.8,0.8,0.0,100.0,0.0,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-27T19:56:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,15.3,14.1,,,,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-27T19:56:00.000Z,POINT ATKINSON,3.1,100.0,-5.0,55.0,100.0,6.3,5.9,,,,,,,,
